,Artist,Average Spotify Streams,Track Counts,Average Spotify Playlist Count,Average Spotify Playlist Reach,Average Spotify Popularity,Average YouTube Views,Average YouTube Likes,Average TikTok Posts,Average TikTok Likes,Average TikTok Views,Average YouTube Playlist Reach,Average Apple Music Playlist Count,Average AirPlay Spins,Average SiriusXM Spins,Average Deezer Playlist Count,Average Deezer Playlist Reach,Average Amazon Playlist Count,Average Pandora Streams,Average Pandora Track Stations,Average Soundcloud Streams,Average Shazam Counts
1492,Ricky Martin,457768022.5,2,46777.5,17033975.0,63.5,1694224321.0,4269826.0,275573.5,45119481.5,326314278.5,243690643.0,57.5,9761.5,33.0,35.0,136200.5,44.5,40651835.0,25479.5,0.0,3904522.5
1493,Rihanna,1117184058.8461537,13,146071.3076923077,60961957.615384616,72.3076923076923,963444315.3846154,4988005.230769231,68688.46153846153,17960806.53846154,194055895.46153846,259075050.07692307,163.15384615384616,118358.53846153847,84.61538461538461,74.92307692307692,1019913.3846153846,50.69230769230769,342383199.9230769,293886.23076923075,3295463.3076923075,6677857.384615385
1494,Riley Green,74806048.0,1,9014.0,9899290.0,60.0,0.0,0.0,5369.0,1117305.0,11672926.0,0.0,14.0,141886.0,0.0,7.0,1677801.0,9.0,1176095.0,188.0,0.0,157134.0
1495,Rita Ora,527760843.0,1,46844.0,12544188.0,59.0,684308632.0,3187514.0,567303.0,32541583.0,367325979.0,464869129.0,64.0,1348.0,0.0,38.0,343131.0,9.0,21977587.0,9351.0,1709056.0,5278882.0
1496,Ritesh Pandey,4078322.0,1,178.0,28394.0,18.0,987792547.0,3856264.0,38386.0,947262.0,10568686.0,23808458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14707.0
1497,Riton,689358559.0,2,179683.0,62717649.0,68.0,51684396.0,401808.0,226783.5,12327494.5,153062991.0,22443368.0,200.0,184727.5,12.5,117.5,2469951.5,30.5,12566046.5,10003.0,3354695.5,6930518.0
1498,Ritt Momney,600521313.0,1,79793.0,18207064.0,65.0,50025071.0,705508.0,11463.0,10517561.0,79947183.0,1703122.0,95.0,169082.0,400.0,35.0,199939.0,15.0,74483821.0,22547.0,0.0,2448945.0
1499,Rixton,733931275.0,1,115255.0,27152345.0,71.0,535024991.0,4702620.0,293382.0,6037735.0,47138593.0,376872478.0,27.0,20296.0,138.0,22.0,58749.0,4.0,499999791.0,176815.0,0.0,6889166.0
1500,Roach Killa,22552299.0,1,1850.0,2721792.0,,136381379.0,1340784.0,0.0,0.0,0.0,946681826.0,0.0,678.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,180207.0
1501,Rob $tone,843861768.0,1,155472.0,20340958.0,70.0,278120145.0,2625552.0,18775.0,2669418.0,16756000.0,1075983.0,30.0,600.0,49.0,18.0,99006.0,0.0,346203131.0,441719.0,0.0,4409923.0
1502,Rob49,15885603.0,1,5781.0,2276683.0,53.0,9303252.0,103569.0,26380.0,2629769.0,17072834.0,0.0,4.0,49615.0,111.0,2.0,683267.0,3.0,4964003.0,2127.0,4147498.0,692423.0
1503,Robin Schulz,208007903.66666666,3,40400.333333333336,9121156.666666666,54.5,76364605.66666667,548107.0,100886.66666666667,16964794.0,195435964.0,35368508.333333336,48.0,163018.66666666666,6.333333333333333,37.333333333333336,2497353.0,10.0,656991.0,199.66666666666666,850803.6666666666,2822821.6666666665
1504,Robin Trower,8820808.0,1,2.0,14442.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,Rochy RD,364856266.0,1,76669.0,15412661.0,62.0,214069737.0,2307973.0,1403400.0,122737092.0,1045339221.0,11945131.0,57.0,14881.0,16.0,15.0,192642.0,20.0,1572648.0,2206.0,0.0,955292.0
1506,Rod Wave,116857010.5,14,26911.85714285714,4650813.642857143,56.44444444444444,104393357.57142857,832249.7142857143,361611.9285714286,28425349.5,196179014.5,159539801.2857143,14.642857142857142,23271.0,198.71428571428572,4.357142857142857,99489.35714285714,9.142857142857142,33399733.714285713,25317.571428571428,10270330.857142856,523261.0714285714
1507,Roddy Ricch,518294136.5,6,108790.16666666667,25570545.0,60.666666666666664,299015885.1666667,3331899.5,1203630.3333333333,127209966.16666667,1036174241.1666666,78582570.16666667,78.16666666666667,89640.5,145.16666666666666,29.833333333333332,335453.0,13.833333333333334,96832431.5,136509.66666666666,36371666.833333336,2777022.0
1508,Romeo Santos,474247523.8333333,6,46294.833333333336,16790237.5,70.0,1084218037.1666667,3825527.1666666665,404790.3333333333,41898160.0,371542916.3333333,202900923.83333334,26.666666666666668,10242.333333333334,11.166666666666666,19.833333333333332,304421.6666666667,19.333333333333332,63531231.833333336,17491.333333333332,0.0,2540498.8333333335
1509,Ron Gallo,53305.0,1,79.0,1893.0,8.0,260221988.0,675745.0,2.0,91.0,3074.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,911.0,0.0,0.0,0.0
1510,Rosa Linn,737046853.3333334,3,55912.333333333336,30860338.666666668,46.333333333333336,9594472.333333334,184475.66666666666,572780.0,179810801.0,1856122453.6666667,25164169.333333332,46.666666666666664,178419.0,535.0,30.333333333333332,851931.0,15.666666666666666,11126259.333333334,2285.0,1462287.0,3720118.0
1511,Rose Villain,53590796.0,1,2987.0,6810196.0,75.0,26526323.0,97934.0,0.0,0.0,0.0,65522800.0,21.0,8728.0,0.0,2.0,3766780.0,25.0,98.0,0.0,0.0,488628.0
1512,Roxy Dekker,33677357.0,1,4771.0,7366163.0,73.0,2034940.0,16504.0,0.0,0.0,0.0,2606582.0,8.0,4571.0,0.0,14.0,489644.0,0.0,0.0,0.0,0.0,34753.0
1513,Roy Woods,497826683.0,1,86867.0,18364841.0,64.0,83526342.0,699022.0,100693.0,22169211.0,178226220.0,448347.0,4.0,231.0,8.0,8.0,8559.0,2.0,0.0,0.0,137005114.0,1308034.0
1514,Royal & the Serpent,189175699.0,1,49325.0,8000164.0,62.0,14575452.0,497747.0,2335837.0,210789823.0,2001548087.0,0.0,14.0,22497.0,163.0,6.0,74359.0,6.0,16754992.0,17139.0,5117469.0,1456206.0
1515,Royel Otis,20960903.0,2,4445.0,12587350.0,69.0,0.0,0.0,46105.0,42852405.5,376601633.5,0.0,18.5,12965.5,1.5,4.5,205546.0,58.5,434564.5,552.5,0.0,110823.0
1516,Roylimar y Royerlin,853397.0,1,26.0,1657.0,,41848181.0,493092.0,94800.0,5045789.0,94888400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3223.0
1517,Ruchika Jangid,16483067.0,1,1547.0,487542.0,53.0,1019712247.0,4023690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41569.0
1518,Rudimental,1124147912.0,1,131363.0,33090658.0,65.0,705027078.0,3320463.0,718998.0,18900715.0,202227585.0,250146204.0,13.0,116212.0,0.0,65.0,1197102.0,52.0,3075862.0,3013.0,12018131.0,0.0
1519,Ruger,82402200.0,2,26367.0,3172462.0,17.0,124571826.0,636892.5,1186616.5,16902646.5,259203839.5,21974417.5,33.0,6442.0,11.5,7.0,358669.5,13.5,908714.0,389.5,1410712.0,2275851.5
1520,Rusherking,206311125.0,1,38601.0,7092659.0,62.0,452730002.0,3243360.0,0.0,0.0,0.0,108084173.0,10.0,204.0,6.0,5.0,33769.0,8.0,0.0,0.0,0.0,266387.0
1521,Russ,316997573.0,6,59966.166666666664,8375977.166666667,62.0,160452786.83333334,1423631.3333333333,899421.0,72554182.16666667,725472597.8333334,22340455.833333332,26.5,16275.5,226.33333333333334,15.0,19694.666666666668,1.0,149401951.66666666,63451.666666666664,4198519.666666667,1565785.8333333333
1522,Russ Millions,139377440.0,1,67820.0,5628995.0,55.0,121680881.0,2182395.0,357406.0,235829803.0,1968763986.0,96246226.0,25.0,5527.0,0.0,7.0,56816.0,0.0,142285.0,815.0,0.0,2656896.0
1523,Ruth B.,1201149859.0,2,138637.0,51957347.0,73.0,64490412.5,703744.0,1665365.5,464765645.0,3882215631.0,1167.5,53.0,9297.5,70.0,46.0,344665.0,19.5,207162106.5,359603.5,1032110.5,4165323.0
1524,Rvssian,503972431.0,1,90920.0,21683459.0,68.0,169044079.0,1342959.0,282700.0,63965739.0,544513130.0,15679692.0,77.0,25766.0,37.0,18.0,126019.0,31.0,7843225.0,3549.0,0.0,2021548.0
1525,Ryan Castro,410785676.5,2,60398.5,19293080.5,68.0,459515014.0,3528529.5,1850151.0,535570706.0,5809485383.0,84604194.0,27.5,17158.0,554.5,18.5,5958320.0,26.5,1688399.0,3010.0,0.0,2105897.0
1526,Ryan Gosling,126219979.0,1,18525.0,2916952.0,60.0,28725678.0,608921.0,97794.0,79338367.0,560299833.0,1863971072.0,22.0,0.0,18.0,4.0,39010.0,14.0,998674.0,8241.0,0.0,363187.0
1527,Ryan Hurd,198942707.0,1,22915.0,8881878.0,56.0,61690062.0,458819.0,16235.0,2860585.0,30889183.0,199926537.0,43.0,125527.0,29.0,6.0,1492.0,28.0,271772464.0,21935.0,0.0,993457.0
1528,Rylo Rodriguez,34566972.0,1,14562.0,6350457.0,54.0,63064761.0,306628.0,199169.0,17792202.0,155967629.0,279837629.0,17.0,0.0,4.0,3.0,151282.0,7.0,7359694.0,5246.0,9659624.0,706470.0
1529,S1mba,384524938.0,1,109325.0,10618678.0,63.0,123438646.0,1195085.0,448555.0,28033803.0,290883332.0,1690617.0,50.0,22043.0,0.0,26.0,791421.0,9.0,297805.0,1896.0,16517297.0,2243715.0
1530,SAIKO,140150784.33333334,3,26120.0,25436611.333333332,70.0,33784402.0,238777.0,25566.666666666668,3810898.6666666665,51610202.333333336,3426214.3333333335,27.333333333333332,3834.0,0.0,5.666666666666667,1076974.0,10.666666666666666,67919.0,7.0,0.0,327276.3333333333
1531,SAINt JHN,1927961994.0,1,323997.0,86092004.0,72.0,320969468.0,3572454.0,399114.0,47716560.0,525749281.0,319370580.0,387.0,368034.0,0.0,285.0,2691423.0,51.0,273518696.0,155662.0,0.0,28977015.0
1532,SB19,44345269.0,1,4379.0,1586804.0,58.0,48432004.0,731621.0,1803137.0,184924622.0,1940568487.0,36077293.0,6.0,858.0,0.0,0.0,0.0,0.0,142089.0,281.0,0.0,139108.0
1533,SDM,152546936.0,1,33014.0,4883069.0,68.0,129655800.0,510676.0,97575.0,4800473.0,54647905.0,87631959.0,32.0,6839.0,0.0,23.0,5408422.0,12.0,0.0,0.0,0.0,1390093.0
1534,SEVENTEEN,90319881.66666667,6,6506.666666666667,6957856.333333333,69.66666666666667,109978124.5,1910141.5,45156.833333333336,61561297.833333336,343917139.0,225503530.0,10.833333333333334,1337.1666666666667,6.666666666666667,4.166666666666667,109555.83333333333,17.333333333333332,295843.1666666667,273.3333333333333,3716.1666666666665,197232.5
1535,SHAED,229366200.0,1,37923.0,4719100.0,55.0,96307326.0,1364046.0,598075.0,72671267.0,815192203.0,6201413.0,47.0,270234.0,0.0,13.0,7187.0,43.0,241661372.0,124369.0,16351257.0,0.0
1536,SHAUN,211581810.0,1,29803.0,3666168.0,63.0,137544172.0,1154680.0,4469485.0,209217443.0,3149064834.0,0.0,13.0,144.0,1.0,3.0,16529.0,26.0,107648.0,0.0,0.0,1277487.0
1537,SIRA,107950388.0,1,34675.0,5950045.0,66.0,1812251.0,22038.0,30050.0,3246009.0,30673708.0,134478578.0,18.0,15873.0,0.0,11.0,3411294.0,7.0,0.0,0.0,0.0,275083.0
1538,SLANDER,486647778.0,1,83294.0,21025597.0,71.0,239866189.0,2910072.0,78646.0,21105667.0,147581751.0,245093.0,6.0,2226.0,0.0,1.0,380.0,0.0,15700689.0,21904.0,0.0,3817868.0
1539,SPENCE,861521.0,1,374.0,206771.0,14.0,273898.0,2095.0,6140453.0,439126369.0,6861330893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,215105.0
1540,SPRITE,9126545.0,1,2349.0,139340.0,41.0,440738171.0,3204368.0,1821332.0,96385707.0,1185912241.0,27961594.0,7.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117936.0
1541,SR,211596324.0,1,92484.0,4912325.0,61.0,95279761.0,1240432.0,67607.0,29678545.0,296502190.0,30.0,3.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958743.0
1542,SUICIDAL-IDOL,242661037.0,1,43999.0,9893510.0,74.0,51722759.0,783780.0,499500.0,69556599.0,646143014.0,460974.0,5.0,0.0,948.0,1.0,9696.0,1.0,496607.0,1659.0,0.0,2552266.0
1543,SUPER JUNIOR,0.0,1,31.0,2988530.0,39.0,3657483.0,57391.0,305.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,337935.0,16.0,37.0,0.0,0.0,303.0
1544,SZA,760106941.0714285,14,78614.5,44256436.0,74.61538461538461,155379298.0,1448916.2142857143,896244.8571428572,62051468.428571425,490957906.21428573,125706780.5,103.21428571428571,142736.85714285713,680.0714285714286,38.57142857142857,1335199.4285714286,39.92857142857143,61940421.64285714,45298.71428571428,5840674.285714285,1832032.4285714286
1545,Saad Lamjarred,75152048.0,1,8540.0,685520.0,62.0,386890237.0,4145747.0,969.0,82604.0,1152931.0,31295331.0,2.0,709.0,0.0,2.0,1211.0,8.0,0.0,0.0,0.0,1154213.0
1546,Sabrina Carpenter,429920570.14285713,7,16951.714285714286,84506146.57142857,79.8,53518872.71428572,845086.7142857143,237136.7142857143,45041824.85714286,418891926.5714286,212999192.7142857,93.42857142857143,51502.857142857145,272.85714285714283,47.857142857142854,8835171.285714285,47.0,8368655.714285715,3898.5714285714284,226210.85714285713,583313.1428571428
1547,Sachin-Jigar,135364812.0,2,6751.0,10848630.5,69.5,168292369.5,1456886.5,31.0,498.5,9566.0,214498003.0,14.5,506.0,0.0,0.5,548.5,6.0,0.0,0.0,0.0,49944.5
1548,Sada Baby,55312275.0,1,16559.0,2391593.0,45.0,39808873.0,574179.0,5063590.0,297105838.0,2188871458.0,61820.0,19.0,5395.0,186.0,3.0,1550.0,0.0,4746084.0,9297.0,0.0,732768.0
1549,Sage The Gemini,253903241.0,1,57350.0,12202121.0,59.0,25539550.0,321940.0,101759.0,20788928.0,136052679.0,0.0,25.0,4115.0,14.0,6.0,23224.0,0.0,239853559.0,1580905.0,0.0,2408827.0
1550,Sai Abhyankkar,61447714.0,1,2592.0,5382316.0,,128967148.0,1382506.0,0.0,0.0,0.0,1062214305.0,5.0,75.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,311293.0
1551,Salastkbron,46584097.0,2,4789.0,10134443.0,71.0,70856366.5,317404.0,0.0,0.0,0.0,97811699.0,0.5,244.5,0.0,2.0,6018.0,13.0,0.0,0.0,0.0,34487.0
1552,Sam Barber,174154846.0,1,31199.0,4685875.0,14.0,152441.0,3007.0,0.0,225.0,2771.0,0.0,18.0,920.0,0.0,2.0,8354.0,31.0,15082241.0,7077.0,5038915.0,290003.0
1553,Sam Cooke,293683495.0,1,2.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,Sam Fischer,633467655.0,1,74321.0,32015799.0,63.0,26434293.0,260550.0,1414817.0,162027612.0,1120361528.0,5356.0,109.0,43085.0,83.0,44.0,297171.0,4.0,34430527.0,25733.0,27508804.0,1565404.0
1555,Sam Hunt,470466290.0,2,42736.0,15377647.0,65.5,173879070.5,790420.0,126412.5,683852.5,7692680.5,192471627.0,63.5,162286.5,256.0,9.5,446516.0,27.0,336462938.0,257108.0,10402432.0,1966598.0
1556,Sam Smith,1125433724.3,10,106639.8,47153528.1,64.4,675500265.9,4091810.4,452761.5,100495114.9,1085391700.8,856069675.6,128.2,202320.4,205.2,96.9,777647.4,48.6,271376149.0,138540.9,1150696.7,7222045.3
1557,Samara,1477559.0,1,107.0,794717.0,,17185672.0,182233.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,62559.0,0.0,158.0,0.0,0.0,27583.0
1558,Sandeep Surila,22148259.0,1,2293.0,380137.0,56.0,772008576.0,3498265.0,2543.0,40007.0,477115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71475.0
1559,Sanju Rathod,34996527.0,1,983.0,2100536.0,69.0,170115238.0,1923890.0,2046.0,5503.0,87900.0,152304022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170779.0
1560,Santa Fe Klan,215180356.33333334,3,18378.333333333332,4678973.0,65.33333333333333,524439124.3333333,3386473.3333333335,117314.66666666667,10706224.0,154485861.66666666,44360273.0,6.333333333333333,102.66666666666667,0.3333333333333333,5.333333333333333,102959.33333333333,3.3333333333333335,8585248.0,3617.0,0.0,552649.0
1561,Santhosh Narayanan,40358575.0,1,1358.0,1211901.0,55.0,244162762.0,1098125.0,0.0,0.0,0.0,1573017.0,3.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,34515.0
1562,Sara Kays,363510259.0,1,62841.0,29185291.0,68.0,45636634.0,615650.0,98763.0,135673629.0,907351760.0,7103.0,51.0,12357.0,17.0,12.0,12103.0,0.0,44733897.0,9429.0,15009558.0,663298.0
1563,Sarah Cothran,285568439.0,1,67189.0,16107840.0,65.0,161956855.0,3891055.0,312854.0,290498191.0,1818254854.0,4255620.0,13.0,781.0,0.0,2.0,5068.0,0.0,3182107.0,8075.0,0.0,2220692.0
1564,Sarah Jeffery,118934988.0,1,14432.0,11298588.0,60.0,528359923.0,4933066.0,38800.0,21078712.0,132642128.0,45255347.0,14.0,62.0,165.0,0.0,0.0,10.0,21298372.0,164505.0,0.0,430420.0
1565,Sasha Alex Sloan,573785235.0,1,104197.0,40491454.0,71.0,67117513.0,621757.0,3623560.0,106517866.0,1230812968.0,0.0,54.0,1225.0,0.0,16.0,122149.0,7.0,3496175.0,6666.0,0.0,2472211.0
1566,SativaMusic,159144858.0,1,35171.0,7779465.0,64.0,106347047.0,622153.0,68170.0,18218057.0,239495826.0,334769492.0,13.0,6397.0,0.0,14.0,1172826.0,9.0,0.0,0.0,0.0,0.0
1567,Savi Kahlon,29171226.0,1,1511.0,3365447.0,,84972873.0,1156897.0,0.0,0.0,0.0,182268973.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1568,Saweetie,402047807.0,3,64993.0,22414409.333333332,64.33333333333333,305450303.0,3364468.6666666665,1772151.3333333333,255636103.33333334,2543022427.3333335,26529325.666666668,88.66666666666667,87040.66666666667,812.3333333333334,27.666666666666668,87574.33333333333,30.0,128584511.0,82067.66666666667,0.0,2640039.0
1569,Scotty McCreery,11614161.0,1,2375.0,2311705.0,55.0,3113363.0,29826.0,49.0,63079.0,1218414.0,0.0,3.0,118584.0,3.0,0.0,0.0,1.0,11488894.0,1262.0,136514.0,311403.0
1570,Sean Kingston,178339925.0,1,189706.0,77373837.0,72.0,1499385808.0,12220360.0,7779004.0,94939587.0,803719645.0,193830298.0,100.0,17526.0,89.0,75.0,792050.0,12.0,208219623.0,222153.0,0.0,4403782.0
1571,Sean Paul,1162659862.0,1,180669.0,44962652.0,76.0,1613180283.0,10775520.0,1238811.0,118826179.0,1580838186.0,537164148.0,86.0,43960.0,15.0,58.0,333855.0,18.0,20537955.0,19010.0,987933.0,13852674.0
1572,Sebastian Yatra,561722820.375,8,56427.375,22118480.75,67.75,725787797.625,3827831.875,326516.625,35652013.25,378896674.875,152669928.625,58.375,25026.25,232.75,36.625,682502.25,36.375,26931596.5,7590.75,93712.0,1457428.25
1573,Sech,445186767.75,4,63449.75,15332282.5,58.75,765936151.0,5032549.75,1033846.5,78435126.0,706972260.5,104495172.5,41.25,14415.75,44.0,10.0,153857.25,19.75,57756862.75,18828.5,1072842.5,1569493.0
1574,Sefo,118774274.5,2,25279.0,2807373.0,47.0,262945345.0,1042068.5,113165.5,13051064.0,279438395.5,2317882.5,11.5,10311.0,0.0,3.5,27298.0,0.0,0.0,0.0,0.0,593381.0
1575,Selena,150933059.7142857,7,18.857142857142858,110868.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5714285714285714,0.0,0.5714285714285714,8446.142857142857,3.4285714285714284,78133070.42857143,38349.71428571428,0.0,0.0
1576,Selena Gomez,621885335.25,8,58897.25,26535814.625,64.71428571428571,480811766.125,4779332.375,1229494.875,39745557.5,361389902.375,730314851.125,91.25,86841.5,152.75,40.875,2986770.0,44.375,156137667.25,79301.0,2262163.5,3407715.125
1577,Semicenk,86703711.625,8,9567.375,3400084.375,67.66666666666667,116301726.375,365686.0,28100.875,832589.0,24252760.375,197937054.25,6.625,4472.5,0.0,1.625,1375062.125,0.0,0.0,0.0,2035.25,267751.75
1578,Serranow,8402.0,1,4.0,33.0,,1152050786.0,8477904.0,0.0,0.0,0.0,293911862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,Sexyy Red,67072063.5,4,11307.75,31389997.25,73.0,25095644.25,285071.75,321527.75,85096042.25,572439252.25,88685912.25,30.0,15659.25,465.5,2.5,99625.75,40.25,5492746.75,10779.25,2069577.25,424291.5
1580,Shaan,125047.0,1,6.0,44905.0,14.0,659724253.0,4199987.0,0.0,0.0,0.0,4618100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0
1581,Shaboozey,311928522.0,2,13717.0,92342581.5,59.5,31347434.0,418808.0,0.0,13905833.5,189156971.0,121947784.5,133.5,30235.0,70.5,29.0,13258002.5,76.0,10726517.0,15090.0,2241174.0,853606.5
1582,Shae Gill,346971014.0,1,37940.0,6753521.0,65.0,928440031.0,9495255.0,627.0,225218.0,2638039.0,236473638.0,17.0,3701.0,0.0,1.0,1097.0,7.0,0.0,0.0,0.0,673415.0
1583,Shakira,504184344.5,14,64930.642857142855,31696617.07142857,65.16666666666667,1135625392.7857144,6439009.214285715,939344.7142857143,86477424.0,1131330085.2142856,390703821.21428573,75.71428571428571,45548.857142857145,158.57142857142858,52.42857142857143,1016019.7857142857,39.642857142857146,75975996.92857143,90059.5,42235.71428571428,2536358.285714286
1584,Shaun Reynolds,303962.0,1,88.0,6796.0,8.0,0.0,0.0,16501062.0,9430921.0,137616390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0
1585,Shawn Mendes,1225700190.6363637,11,116398.0,47745113.27272727,69.9090909090909,951390004.7272727,8450194.0,911794.0,61523276.63636363,568030401.0909091,1151575592.5454545,129.54545454545453,208070.0909090909,303.1818181818182,143.63636363636363,871170.2727272727,40.09090909090909,202467955.63636363,124721.27272727272,301729.1818181818,6604220.545454546
1586,Shayne Orok,0.0,1,2443.0,424979.0,33.0,238798.0,10479.0,10715800.0,2844924215.0,33201904006.0,0.0,0.0,1.0,0.0,1.0,3316.0,0.0,12694.0,0.0,0.0,0.0
1587,Sheck Wes,1056346890.0,1,198581.0,38436526.0,71.0,498454408.0,5874304.0,1043308.0,86359858.0,1247183383.0,30421918.0,74.0,32288.0,40.0,26.0,182979.0,5.0,106799012.0,511514.0,0.0,6159848.0
1588,Shilpa Rao,94518210.0,1,5151.0,4767067.0,61.0,280887419.0,2258912.0,85339.0,4825083.0,100368952.0,274693.0,6.0,301.0,0.0,0.0,0.0,16.0,838.0,0.0,0.0,185739.0
1589,Shiva Choudhary,0.0,1,3.0,710.0,,355029539.0,2185177.0,0.0,0.0,0.0,880969649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1590,Shivali,8313.0,1,7.0,75.0,8.0,314513125.0,1120176.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591,Shivani Singh,29424141.0,1,487.0,282647.0,62.0,319210127.0,1342225.0,393.0,17267.0,153512.0,182061559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13526.0
1592,Shoreline Mafia,20538101.0,1,3675.0,33607850.0,74.0,3575151.0,101311.0,0.0,20600.0,108700.0,381728.0,23.0,370.0,5.0,5.0,38916.0,7.0,1637484.0,359.0,1415426.0,75399.0
1593,Shoti,37027643.0,1,5646.0,1050088.0,57.0,592859063.0,1724454.0,74737.0,5398232.0,70116244.0,11009395.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44360.0
1594,Shouse,347475123.6666667,3,131171.33333333334,27934860.0,67.0,16271105.333333334,102002.66666666667,163930.33333333334,41647352.333333336,605627276.6666666,13148934.666666666,55.0,112841.33333333333,0.0,30.333333333333332,1368309.0,15.666666666666666,8627446.0,2863.3333333333335,7282507.666666667,1231221.3333333333
1595,Showtek,602359731.0,1,109606.0,23041032.0,62.0,1099999155.0,5250942.0,22696.0,7842088.0,95570279.0,273766835.0,38.0,9467.0,0.0,35.0,265633.0,7.0,61653955.0,7967.0,7573210.0,8703879.0
1596,Shreya Ghoshal,2827545.0,1,62.0,1433870.0,,54330074.0,801621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5620.0
1597,Shubh,147488728.0,8,11894.25,6275125.25,69.125,139913655.5,1595755.625,214863.25,5377120.625,88863947.75,36542756.25,15.125,129.125,0.0,0.625,4376.625,9.125,33077.75,40.75,278220.5,226467.0
1598,Sia,882224090.1666666,12,104746.75,36981728.75,58.75,1108909414.5833333,7123077.75,1283862.5,201594410.58333334,2591207713.25,1115273192.5833333,126.08333333333333,160759.16666666666,126.16666666666667,71.41666666666667,3206726.75,40.083333333333336,173857305.33333334,179455.91666666666,69308.83333333333,7896253.5
1599,Siddhant,40654.0,1,75.0,45363.0,7.0,361176372.0,4152958.0,0.0,0.0,0.0,251709559.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0
1600,Sidhu Moose Wala,151592248.0,3,13471.333333333334,4582044.333333333,63.5,336416958.0,5921681.666666667,136539.33333333334,4231071.333333333,55997349.333333336,80107682.66666667,7.333333333333333,158.66666666666666,0.0,0.0,0.0,6.666666666666667,33321.333333333336,0.0,0.0,256360.0
1601,Sie7e,4561175.0,1,1911.0,300718.0,,5599363.0,109997.0,1700000.0,1172078.0,16150470.0,37151035.0,2.0,3160.0,0.0,1.0,64.0,0.0,6321.0,42.0,0.0,46729.0
1602,Silento,387389363.0,1,20.0,1347.0,,2020132561.0,11334330.0,0.0,0.0,0.0,176675712.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,Simone Mendes,23883628.0,1,1390.0,2563092.0,51.0,341471782.0,1328954.0,0.0,450726.0,5358634.0,1018907021.0,3.0,173.0,0.0,7.0,164494.0,5.0,0.0,0.0,0.0,7075.0
1604,Sintage,15579.0,1,55.0,999.0,10.0,244394638.0,4972045.0,0.0,0.0,0.0,18310802.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1605,Sir Neville Marriner,88934872.0,1,4.0,188.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10974994.0,3270.0,0.0,0.0
1606,Ski Aggu,150508549.0,1,70377.0,9755773.0,70.0,31956891.0,485999.0,0.0,0.0,0.0,54635920.0,24.0,5723.0,0.0,12.0,67068.0,4.0,0.0,0.0,0.0,703536.0
1607,Ski Mask The Slump God,287072679.5,2,60877.0,9838468.5,66.0,90664087.0,1028369.0,33160.0,11334445.5,71176981.0,21246615.0,10.5,138.0,0.0,4.0,3567.5,2.5,18750324.5,44990.5,40759072.5,548226.0
1608,Skolim,115283.0,1,17.0,9351.0,,7869218.0,72222.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083.0
